area, name, level, item type, weapon type, armor position, stats, weapon flags, extra flags, affects, found at
The Forbidden City, "the Sword of Hachiman", 43, weapon, sword, none, 3d13 (average 21), two-handed, glow anti-evil, moves 10 hp 10 dexterity -1 damage roll 2 , equipped by Hachiman
The Forbidden City, "an o-yoroi", 40, armor, none, torso, 9/9/9/3, none, none, damage roll 1 strength 1 , equipped by the warlord
The Forbidden City, "a spirit axe", 25, weapon, axe, none, 5d4 (average 12), two-handed shocking, glow magic, , equipped by a protector spirit
The Forbidden City, "a comfortable sleeping mat", 0, container, none, none, none, none, none, , in room Comfortable Living Quarters
The Forbidden City, "Starshine", 49, weapon, flail, none, 2d19 (average 20), holy, no_locate, , in container a comfortable sleeping mat
The Forbidden City, "a tarnished key", 0, key, none, hold, none, none, none, , in container a comfortable sleeping mat
The Forbidden City, "a jade statue", 0, key, none, none, none, none, none, , inventory of an insane disciple
Bluetspur, "a glowing necklace", 3, jewelry, none, neck, none, none, glow hum, intelligence 1 , equipped by An Illithid Mind Flayer
Bluetspur, "a Jiakan spear", 4, weapon, exotic, none, 2d2 (average 3), none, none, , equipped by A Jiakan Mind Flayer
Bluetspur, "Jiakan bamboo gloves", 4, armor, none, hands, 4/4/4/1, none, none, mana 5 , equipped by A Jiakan Mind Flayer
Bluetspur, "Jiakan bamboo shoes", 4, armor, none, feet, 4/3/4/1, none, none, hp 5 , equipped by A Jiakan Mind Flayer
Bluetspur, "a Jiakan bamboo torso", 4, armor, none, torso, 4/4/4/1, none, magic, , equipped by A Jiakan Mind Flayer
Bluetspur, "a Jiakan spear", 4, weapon, exotic, none, 2d2 (average 3), none, none, , equipped by A Jiakan Mind Flayer
Bluetspur, "Jiakan bamboo gloves", 4, armor, none, hands, 4/4/4/1, none, none, mana 5 , equipped by A Jiakan Mind Flayer
Bluetspur, "Jiakan bamboo shoes", 4, armor, none, feet, 4/3/4/1, none, none, hp 5 , equipped by A Jiakan Mind Flayer
Bluetspur, "a Jiakan bamboo torso", 4, armor, none, torso, 4/4/4/1, none, magic, , equipped by A Jiakan Mind Flayer
Bluetspur, "a Jiakan spear", 4, weapon, exotic, none, 2d2 (average 3), none, none, , equipped by A Jiakan Mind Flayer
Bluetspur, "Jiakan bamboo gloves", 4, armor, none, hands, 4/4/4/1, none, none, mana 5 , equipped by A Jiakan Mind Flayer
Bluetspur, "Jiakan bamboo shoes", 4, armor, none, feet, 4/3/4/1, none, none, hp 5 , equipped by A Jiakan Mind Flayer
Bluetspur, "a Jiakan bamboo torso", 4, armor, none, torso, 4/4/4/1, none, magic, , equipped by A Jiakan Mind Flayer
Bluetspur, "a Jiakan bamboo torso", 4, armor, none, torso, 4/4/4/1, none, magic, , equipped by A Jiakan Mind Flayer
Bluetspur, "Jiakan bamboo shoes", 4, armor, none, feet, 4/3/4/1, none, none, hp 5 , equipped by A Jiakan Mind Flayer
Bluetspur, "Jiakan bamboo gloves", 4, armor, none, hands, 4/4/4/1, none, none, mana 5 , equipped by A Jiakan Mind Flayer
Bluetspur, "a Jiakan spear", 4, weapon, exotic, none, 2d2 (average 3), none, none, , equipped by A Jiakan Mind Flayer
Bluetspur, "A jail key", 1, key, none, hold, none, none, no_locate, , equipped by An Illithid Mind Scientist
Bluetspur, "an illithid's corona", 3, clothing, none, head, none, none, magic, wisdom 1 , equipped by An Illithid Mind Scientist
Bluetspur, "a mindwave cape", 7, armor, none, neck, 4/4/4/1, none, hum, , equipped by An Illithid Mind Scientist
Bluetspur, "a mind flayer wand", 7, wand, none, hold, none, none, none, , equipped by An Illithid Mind Scientist
Bluetspur, "a cerebral mace", 7, weapon, mace, none, 1d6 (average 3), none, none, , equipped by An Illithid Mind Scientist
Bluetspur, "the scepter of power", 5, light, none, hold, none, none, bless, constitution 1 , equipped by A Drow Mind Scientist
Bluetspur, "the flail of the undead", 6, weapon, flail, none, 2d3 (average 4), none, none, , equipped by A Drow Mind Scientist
Bluetspur, "stone plated leggings", 0, armor, none, legs, 5/5/4/1, none, none, , equipped by A Drow Mind Scientist
Bluetspur, "the scepter of power", 5, light, none, hold, none, none, bless, constitution 1 , equipped by A Drow Mind Scientist
Bluetspur, "the flail of the undead", 6, weapon, flail, none, 2d3 (average 4), none, none, , equipped by A Drow Mind Scientist
Bluetspur, "stone plated leggings", 0, armor, none, legs, 5/5/4/1, none, none, , equipped by A Drow Mind Scientist
Bluetspur, "a treasure key", 0, key, none, hold, none, none, no_locate, , equipped by The Elder Brain
Bluetspur, "a potion of exchange", 6, potion, none, hold, none, none, none, , equipped by The Elder Brain
Bluetspur, "the brain staff", 10, staff, none, hold, none, none, none, , inventory of The Elder Brain
Bluetspur, "A pair of diving bolasses", 0, boat, none, none, none, none, none, , in room The Ledge
Bluetspur, "inviting algae", 1, food, none, hold, none, none, magic, , in room Shadow Deep
Bluetspur, "inviting algae", 1, food, none, hold, none, none, magic, , in room Shadow Deep
Bluetspur, "inviting algae", 1, food, none, hold, none, none, magic, , in room The Crevice
Bluetspur, "inviting algae", 1, food, none, hold, none, none, magic, , in room Shadow Deep
Bluetspur, "the treasure of the illithid", 0, money, none, none, none, none, none, , in room The Treasure Room
Bluetspur, "a cerebral mace", 7, weapon, mace, none, 1d6 (average 3), none, none, , in room The Underwater Cache
Ivory Stronghold, "a brilliant crystal shard", 46, weapon, exotic, none, 2d19 (average 20), stun, magic burn_proof, damage roll 2 hit roll 2 , equipped by a priest
Ivory Stronghold, "an ivory white stone", 46, gem, none, float, none, none, none, dexterity 2 hp 30 , equipped by a priest
Ivory Stronghold, "an ivory breast plate", 49, armor, none, torso, 8/8/8/4, none, none, strength 2 , equipped by the Ivory guardian
Ivory Stronghold, "an ivory shield", 44, armor, none, shield, 10/10/10/4, none, glow, damage roll 2 hit roll 1 , equipped by the Ivory guardian
Ivory Stronghold, "an ivory belt", 46, armor, none, waist, 10/10/10/0, none, none, damage roll 2 hit roll 1 , equipped by the Ivory guardian
Ivory Stronghold, "an ivory mask", 44, armor, none, head, 10/10/10/4, none, anti-evil, dexterity 1 strength 1 , equipped by the Paladin
Ivory Stronghold, "an ivory hilted rapier", 46, weapon, sword, none, 2d19 (average 20), two-handed, glow hum magic anti-neutral, , equipped by the Paladin
Ivory Stronghold, "a painted white chain", 50, weapon, whip, none, 7d6 (average 24), none, hum noremove, hit roll 4 damage roll 4 , equipped by the Ivory guardian
Ivory Stronghold, "a painted white chain", 50, weapon, whip, none, 7d6 (average 24), none, hum noremove, hit roll 4 damage roll 4 , equipped by the Ivory guardian
Ivory Stronghold, "an ivory treasure chest", 0, container, none, none, none, none, glow magic, , in room The Ebony Treasure Room
Ivory Stronghold, "GoneSin", 47, weapon, polearm, none, 3d13 (average 21), poison, no_locate, , in container an ivory treasure chest
Ivory Stronghold, "an ebony mask", 45, armor, none, head, 10/10/10/4, none, anti-good, dexterity 1 strength 1 , in container an ivory treasure chest
Ivory Stronghold, "a holy scroll", 40, scroll, none, none, none, none, none, , in container an ivory treasure chest
Ivory Stronghold, "an ivory bracelet", 46, jewelry, none, wrist, none, none, none, hit roll 1 hp 30 damage roll 1 , equipped by the Ivory guardian
Ivory Stronghold, "A small {WIvory{x gemstone.", 45, gem, none, hold, none, none, vis_death, charisma 2 mana 10 , inventory of the ancient white dragon
Ivory Stronghold, "a blessed potion", 40, potion, none, none, none, none, burn_proof, , inventory of the ancient white dragon
Ivory Stronghold, "a stick of ivory", 46, gem, none, hold, none, none, none, hit roll 2 damage roll 2 , equipped by the ancient white dragon
The Secret Tomb, "enchanted chain", 20, weapon, whip, none, 3d7 (average 12), shocking, magic nodrop, strength 1 damage roll 1 , equipped by Zombie Guard
The Secret Tomb, "studded leggings", 15, armor, none, legs, 4/2/2/3, none, none, damage roll 1 saves 2 , equipped by Zombie Guard
The Secret Tomb, "enchanted chain", 20, weapon, whip, none, 3d7 (average 12), shocking, magic nodrop, strength 1 damage roll 1 , equipped by Zombie Guard
The Secret Tomb, "studded leggings", 15, armor, none, legs, 4/2/2/3, none, none, damage roll 1 saves 2 , equipped by Zombie Guard
The Secret Tomb, "bonding dagger", 13, weapon, dagger, none, 1d12 (average 6), vampiric, glow hum magic anti-good, hit roll -1 , equipped by Jade
The Secret Tomb, "A ceremonial staff", 16, weapon, staff, none, 2d7 (average 8), vampiric two-handed, glow hum magic anti-neutral, damage roll -1 , equipped by Vampire Shaman
The Secret Tomb, "crushed skull", 10, jewelry, none, hold, none, none, none, none 0 , equipped by Vampire Shaman
The Secret Tomb, "pewter necklace", 11, jewelry, none, neck, none, none, glow nodrop, wisdom 1 intelligence 1 , equipped by The elder vampire
The Secret Tomb, "A crescent mace", 17, weapon, mace, none, 2d7 (average 8), stun, invis, damage roll 1 , equipped by The elder vampire
The Secret Tomb, "Key to the Crypt", 0, key, none, hold, none, none, glow, , inventory of The Crypt Keeper
The Secret Tomb, "amethyst stone", 15, jewelry, none, float, none, none, hum, strength 1 armor class -5 , equipped by Digra
The Secret Tomb, "black heavy cape", 14, armor, none, neck, 2/2/2/1, none, none, wisdom -1 damage roll 1 hit roll 1 , equipped by Henga
The Secret Tomb, "green candle", 10, light, none, none, none, none, glow magic, strength 1 hit roll 1 , equipped by Zeng
Swimming Hole, "a robin egg", 3, gem, none, float, none, none, magic, mana 3 , equipped by a sparrow
Swimming Hole, "an ant egg", 1, pill, none, hold, none, none, none, , equipped by the queen ant
Swimming Hole, "a skipping stone", 4, gem, none, hold, none, none, magic, saves -2 , equipped by Biff, the cliff diver
Swimming Hole, "a fish hook", 10, weapon, exotic, none, 2d4 (average 5), none, magic, damage roll 1 strength 1 , inventory of a grizzly bear
Cuthbert's Fief, "a throwing spear", 25, weapon, staff, none, 2d11 (average 12), none, glow, hit roll 2 , equipped by a stone giant cleric
Cuthbert's Fief, "a throwing spear", 25, weapon, staff, none, 2d11 (average 12), none, glow, hit roll 2 , equipped by a stone giant cleric
Cuthbert's Fief, "the shaman's headband", 41, armor, none, head, 5/5/5/5, none, magic, constitution -2 wisdom 2 mana 30 , equipped by the stone giant shaman
Cuthbert's Fief, "shaman's armbands", 43, armor, none, arms, 5/5/5/5, none, magic anti-good anti-neutral, saves 1 strength 2 damage roll 1 , equipped by the hill giant shaman
Cuthbert's Fief, "a wooden spoon", 30, weapon, exotic, none, 3d9 (average 15), none, none, , equipped by the hill giant cook
Cuthbert's Fief, "the Frostreaver", 50, weapon, axe, none, 5d8 (average 22), frost, hum magic, , equipped by the frost giant chief
Cuthbert's Fief, "a snake eye ring", 42, jewelry, none, finger, none, none, magic anti-good anti-neutral, constitution -1 strength 2 mana 30 , equipped by the frost giant shaman
Cuthbert's Fief, "a white dragons tooth", 0, key, none, none, none, none, nodrop rot_death no_uncurse, , inventory of the ancient white dragon
Cuthbert's Fief, "a scout's cloak", 32, clothing, none, neck, none, none, none, armor class -3 damage roll 2 , equipped by the firbolg scout
Cuthbert's Fief, "a wooden shield", 10, armor, none, shield, 2/2/2/2, none, none, , inventory of a peasant
Cuthbert's Fief, "a small wooden sword", 15, weapon, sword, none, 3d5 (average 9), none, none, , inventory of a peasant
Cuthbert's Fief, "a wooden shield", 10, armor, none, shield, 2/2/2/2, none, none, , equipped by a peasant
Cuthbert's Fief, "a small wooden sword", 15, weapon, sword, none, 3d5 (average 9), none, none, , equipped by a peasant
Cuthbert's Fief, "a small wooden sword", 15, weapon, sword, none, 3d5 (average 9), none, none, , equipped by a peasant
Cuthbert's Fief, "a wooden shield", 10, armor, none, shield, 2/2/2/2, none, none, , equipped by a peasant
Cuthbert's Fief, "a scroll which reads 'wabaly'", 20, scroll, none, hold, none, none, hum, , inventory of the librarian
Cuthbert's Fief, "a grey gemstone", 20, gem, none, hold, none, none, none, dexterity 1 saves -3 , equipped by Krianna
Cuthbert's Fief, "a satin robe", 46, clothing, none, body, none, none, glow magic, intelligence 2 mana 40 , equipped by Krianna
Cuthbert's Fief, "a wooden shield", 10, armor, none, shield, 2/2/2/2, none, none, , inventory of a peasant
Cuthbert's Fief, "a small wooden sword", 15, weapon, sword, none, 3d5 (average 9), none, none, , inventory of a peasant
Cuthbert's Fief, "a small wooden sword", 15, weapon, sword, none, 3d5 (average 9), none, none, , inventory of a peasant
Cuthbert's Fief, "a wooden shield", 10, armor, none, shield, 2/2/2/2, none, none, , inventory of a peasant
Cuthbert's Fief, "a steel tipped whip", 42, weapon, whip, none, 6d6 (average 21), none, none, , equipped by a knight
Cuthbert's Fief, "a pair of steel boots", 41, armor, none, feet, 7/7/7/7, none, none, hit roll 1 damage roll 2 , equipped by a knight
Cuthbert's Fief, "a pair of steel leggings", 43, armor, none, legs, 7/7/7/7, none, glow, dexterity -1 damage roll 2 strength 1 , equipped by a knight
Cuthbert's Fief, "a gypsy staff", 38, weapon, staff, none, 4d9 (average 20), flaming, none, , in room Outskirts of the stone giant camp
Cuthbert's Fief, "a gypsy dress", 35, armor, none, body, 9/9/9/5, none, anti-evil, mana 20 intelligence 1 dexterity -1 , in room Outskirts of the stone giant camp
Cuthbert's Fief, "a big black cauldron", 0, container, none, none, none, none, hum, , in room The stone giant camp
Cuthbert's Fief, "a child's brain", 0, food, none, none, none, none, none, armor class 0 , in container a big black cauldron
Cuthbert's Fief, "a child's brain", 0, food, none, none, none, none, none, armor class 0 , in container a big black cauldron
Cuthbert's Fief, "a child's brain", 0, food, none, none, none, none, none, armor class 0 , in container a big black cauldron
Cuthbert's Fief, "the head of a man", 0, food, none, none, none, none, none, armor class 0 , in container a big black cauldron
Cuthbert's Fief, "the head of a man", 0, food, none, none, none, none, none, armor class 0 , in container a big black cauldron
Cuthbert's Fief, "the head of a man", 0, food, none, none, none, none, none, armor class 0 , in container a big black cauldron
Cuthbert's Fief, "a big black cauldron", 0, container, none, none, none, none, hum, , in room The stone giant camp
Cuthbert's Fief, "the head of a man", 0, food, none, none, none, none, none, armor class 0 , in container a big black cauldron
Cuthbert's Fief, "the head of a man", 0, food, none, none, none, none, none, armor class 0 , in container a big black cauldron
Cuthbert's Fief, "the head of a man", 0, food, none, none, none, none, none, armor class 0 , in container a big black cauldron
Cuthbert's Fief, "a big black cauldron", 0, container, none, none, none, none, hum, , in room The hill giants camp
Cuthbert's Fief, "a child's brain", 0, food, none, none, none, none, none, armor class 0 , in container a big black cauldron
Cuthbert's Fief, "a child's brain", 0, food, none, none, none, none, none, armor class 0 , in container a big black cauldron
Cuthbert's Fief, "a child's brain", 0, food, none, none, none, none, none, armor class 0 , in container a big black cauldron
Cuthbert's Fief, "a child's brain", 0, food, none, none, none, none, none, armor class 0 , in container a big black cauldron
Cuthbert's Fief, "a child's brain", 0, food, none, none, none, none, none, armor class 0 , in container a big black cauldron
Cuthbert's Fief, "a child's brain", 0, food, none, none, none, none, none, armor class 0 , in container a big black cauldron
Cuthbert's Fief, "a child's brain", 0, food, none, none, none, none, none, armor class 0 , in container a big black cauldron
Cuthbert's Fief, "the head of a man", 0, food, none, none, none, none, none, armor class 0 , in container a big black cauldron
Cuthbert's Fief, "the head of a man", 0, food, none, none, none, none, none, armor class 0 , in container a big black cauldron
Cuthbert's Fief, "the head of a man", 0, food, none, none, none, none, none, armor class 0 , in container a big black cauldron
Cuthbert's Fief, "the head of a man", 0, food, none, none, none, none, none, armor class 0 , in container a big black cauldron
Cuthbert's Fief, "the head of a man", 0, food, none, none, none, none, none, armor class 0 , in container a big black cauldron
Cuthbert's Fief, "a big black cauldron", 0, container, none, none, none, none, hum, , in room The hill giants camp
Cuthbert's Fief, "the head of a man", 0, food, none, none, none, none, none, armor class 0 , in container a big black cauldron
Cuthbert's Fief, "the head of a man", 0, food, none, none, none, none, none, armor class 0 , in container a big black cauldron
Cuthbert's Fief, "a child's brain", 0, food, none, none, none, none, none, armor class 0 , in container a big black cauldron
Cuthbert's Fief, "a child's brain", 0, food, none, none, none, none, none, armor class 0 , in container a big black cauldron
Cuthbert's Fief, "a big black cauldron", 0, container, none, none, none, none, hum, , in room The hill giants camp
Cuthbert's Fief, "a child's brain", 0, food, none, none, none, none, none, armor class 0 , in container a big black cauldron
Cuthbert's Fief, "a child's brain", 0, food, none, none, none, none, none, armor class 0 , in container a big black cauldron
Cuthbert's Fief, "a child's brain", 0, food, none, none, none, none, none, armor class 0 , in container a big black cauldron
Cuthbert's Fief, "a child's brain", 0, food, none, none, none, none, none, armor class 0 , in container a big black cauldron
Cuthbert's Fief, "the head of a man", 0, food, none, none, none, none, none, armor class 0 , in container a big black cauldron
Cuthbert's Fief, "a child's brain", 0, food, none, none, none, none, none, armor class 0 , in container a big black cauldron
Cuthbert's Fief, "a child's brain", 0, food, none, none, none, none, none, armor class 0 , in container a big black cauldron
Cuthbert's Fief, "a child's brain", 0, food, none, none, none, none, none, armor class 0 , in container a big black cauldron
Cuthbert's Fief, "the head of a man", 0, food, none, none, none, none, none, armor class 0 , in container a big black cauldron
Cuthbert's Fief, "the head of a man", 0, food, none, none, none, none, none, armor class 0 , in container a big black cauldron
Cuthbert's Fief, "the head of a man", 0, food, none, none, none, none, none, armor class 0 , in container a big black cauldron
Cuthbert's Fief, "the head of a man", 0, food, none, none, none, none, none, armor class 0 , in container a big black cauldron
Cuthbert's Fief, "a child's brain", 0, food, none, none, none, none, none, armor class 0 , in room The path to the keep
Cuthbert's Fief, "a child's brain", 0, food, none, none, none, none, none, armor class 0 , in room The path to the keep
Cuthbert's Fief, "a child's brain", 0, food, none, none, none, none, none, armor class 0 , in room The path to the keep
Cuthbert's Fief, "a copper belt", 37, armor, none, waist, 7/7/7/0, none, none, saves -2 dexterity -1 damage roll 1 , in room The path to the keep
Cuthbert's Fief, "an iron forge", 0, container, none, none, none, none, hum, , in room The armory
Cuthbert's Fief, "an iron forge", 0, container, none, none, none, none, hum, , in room The smithy
Cuthbert's Fief, "the loot", 0, container, none, none, none, none, glow, , in room The dragon's hoard
Cuthbert's Fief, "a murky yellow potion", 11, potion, none, none, none, none, invis magic anti-evil, , in container the loot
Cuthbert's Fief, "the ice ring", 43, jewelry, none, finger, none, none, glow magic anti-good anti-neutral, wisdom 2 damage roll 3 , in container the loot
Cuthbert's Fief, "a great pile of treasure", 0, money, none, none, none, none, none, , in container the loot
Cuthbert's Fief, "the Flail of Cthon", 50, weapon, flail, none, 4d10 (average 22), stun, evil anti-good anti-neutral, , in container the loot
Cuthbert's Fief, "the Sword of Paladine", 50, weapon, sword, none, 6d6 (average 21), holy, glow anti-evil anti-neutral, mana 20 , in container the loot
Cuthbert's Fief, "a knight's lance", 38, weapon, polearm, none, 5d7 (average 20), holy, glow, , equipped by the instructor
Cuthbert's Fief, "a golden harp", 35, jewelry, none, hold, none, none, glow magic, saves -2 wisdom 2 intelligence 2 dexterity -2 , inventory of an elven bard
Cuthbert's Fief, "the holy robes of Paladine", 48, armor, none, body, 9/9/9/9, none, glow magic anti-evil anti-neutral, mana 75 , equipped by Deker
Cuthbert's Fief, "the Shield of Paladine", 49, armor, none, shield, 7/7/7/7, none, glow magic anti-neutral, hit roll 2 saves -1 damage roll 1 mana 30 , equipped by Deker
Cuthbert's Fief, "the Amulet of Paladine", 50, jewelry, none, neck, none, none, glow magic anti-evil anti-neutral, damage roll 1 mana 30 , equipped by Deker
Cuthbert's Fief, "the breastplate of Paladine", 47, armor, none, torso, 10/10/10/10, none, glow magic bless, saves -2 strength 2 dexterity -1 damage roll 2 , equipped by Deker
Cuthbert's Fief, "Knight's Fury", 50, weapon, polearm, none, 3d13 (average 21), stun, no_locate, , inventory of Cuthbert
Lost Ways, "a potion of refresh", 0, potion, none, none, none, none, glow, , inventory of a ghost
Lost Ways, "a potion of flying", 0, potion, none, none, none, none, glow, , inventory of a ghost
Lost Ways, "a potion of refresh", 0, potion, none, none, none, none, glow, , inventory of a ghost
Lost Ways, "a potion of flying", 0, potion, none, none, none, none, glow, , inventory of a ghost
The Lost Bog, "a rat's tail", 30, weapon, whip, none, 5d5 (average 15), vampiric, none, damage roll 2 dexterity -1 , equipped by A scaled swamp rat
The Lost Bog, "a rat's tail", 30, weapon, whip, none, 5d5 (average 15), vampiric, none, damage roll 2 dexterity -1 , equipped by A scaled swamp rat
The Lost Bog, "a rat's tail", 30, weapon, whip, none, 5d5 (average 15), vampiric, none, damage roll 2 dexterity -1 , equipped by A scaled swamp rat
The Lost Bog, "a jewelled key", 0, key, none, hold, none, none, rot_death, , equipped by The Guardian
The Lost Bog, "a dusty key", 0, key, none, hold, none, none, rot_death, , equipped by The Grand Wizard
The Lost Bog, "A jewel encrusted chest", 0, container, none, none, none, none, none, , in room The Sleeping Hole
The Lost Bog, "a ring of power", 40, jewelry, none, finger, none, none, glow, damage roll 2 hp 10 armor class -5 , in container A jewel encrusted chest
The Lost Bog, "a crystal shard", 38, weapon, staff, none, 2d18 (average 19), flaming two-handed, none, , in container A jewel encrusted chest
The Lost Bog, "A dusty chest", 0, container, none, none, none, none, none, , in room The Attic
The Lost Bog, "a staff of the darklord", 38, staff, none, hold, none, none, none, , in container A dusty chest
The Lost Bog, "the mace of Aranastra", 44, weapon, mace, none, 3d13 (average 21), stun, invis, damage roll 1 , in container A dusty chest
The Lost Bog, "a black pearl", 0, key, none, hold, none, none, none, none 0 , in container A dusty chest
The Lost Bog, "the wedding cake", 1, container, none, none, none, none, nopurge, , in room The Black Light Chamber
The Lost Bog, "a piece of wedding cake", 60, food, none, none, none, none, none, , in container the wedding cake
The Lost Bog, "a piece of wedding cake", 60, food, none, none, none, none, none, , in container the wedding cake
The Lost Bog, "a piece of wedding cake", 60, food, none, none, none, none, none, , in container the wedding cake
The Lost Bog, "a piece of wedding cake", 60, food, none, none, none, none, none, , in container the wedding cake
The Lost Bog, "a piece of wedding cake", 60, food, none, none, none, none, none, , in container the wedding cake
The Lost Bog, "a piece of wedding cake", 60, food, none, none, none, none, none, , in container the wedding cake
The Lost Bog, "a piece of wedding cake", 60, food, none, none, none, none, none, , in container the wedding cake
The Lost Bog, "a piece of wedding cake", 60, food, none, none, none, none, none, , in container the wedding cake
The Lost Bog, "a piece of wedding cake", 60, food, none, none, none, none, none, , in container the wedding cake
The Lost Bog, "a piece of wedding cake", 60, food, none, none, none, none, none, , in container the wedding cake
The Lost Bog, "a piece of wedding cake", 60, food, none, none, none, none, none, , in container the wedding cake
The Lost Bog, "a piece of wedding cake", 60, food, none, none, none, none, none, , in container the wedding cake
The Lost Bog, "a piece of wedding cake", 60, food, none, none, none, none, none, , in container the wedding cake
The Lost Bog, "a piece of wedding cake", 60, food, none, none, none, none, none, , in container the wedding cake
The Lost Bog, "a piece of wedding cake", 60, food, none, none, none, none, none, , in container the wedding cake
The Lost Bog, "a piece of wedding cake", 60, food, none, none, none, none, none, , in container the wedding cake
The Lost Bog, "a piece of wedding cake", 60, food, none, none, none, none, none, , in container the wedding cake
The Lost Bog, "a piece of wedding cake", 60, food, none, none, none, none, none, , in container the wedding cake
The Lost Bog, "a piece of wedding cake", 60, food, none, none, none, none, none, , in container the wedding cake
The Lost Bog, "a piece of wedding cake", 60, food, none, none, none, none, none, , in container the wedding cake
The Lost Bog, "a piece of wedding cake", 60, food, none, none, none, none, none, , in container the wedding cake
The Lost Bog, "a piece of wedding cake", 60, food, none, none, none, none, none, , in container the wedding cake
The Lost Bog, "a piece of wedding cake", 60, food, none, none, none, none, none, , in container the wedding cake
The Lost Bog, "a piece of wedding cake", 60, food, none, none, none, none, none, , in container the wedding cake
The Lost Bog, "a piece of wedding cake", 60, food, none, none, none, none, none, , in container the wedding cake
The Lost Bog, "a piece of wedding cake", 60, food, none, none, none, none, none, , in container the wedding cake
The Lost Bog, "a piece of wedding cake", 60, food, none, none, none, none, none, , in container the wedding cake
The Lost Bog, "a piece of wedding cake", 60, food, none, none, none, none, none, , in container the wedding cake
The Lost Bog, "a piece of wedding cake", 60, food, none, none, none, none, none, , in container the wedding cake
The Lost Bog, "a piece of wedding cake", 60, food, none, none, none, none, none, , in container the wedding cake
The Lost Bog, "a piece of wedding cake", 60, food, none, none, none, none, none, , in container the wedding cake
The Lost Bog, "a piece of wedding cake", 60, food, none, none, none, none, none, , in container the wedding cake
The Lost Bog, "a piece of wedding cake", 60, food, none, none, none, none, none, , in container the wedding cake
The Lost Bog, "a piece of wedding cake", 60, food, none, none, none, none, none, , in container the wedding cake
The Lost Bog, "a piece of wedding cake", 60, food, none, none, none, none, none, , in container the wedding cake
The Lost Bog, "a piece of wedding cake", 60, food, none, none, none, none, none, , in container the wedding cake
The Lost Bog, "a piece of wedding cake", 60, food, none, none, none, none, none, , in container the wedding cake
The Lost Bog, "a piece of wedding cake", 60, food, none, none, none, none, none, , in container the wedding cake
The Lost Bog, "a piece of wedding cake", 60, food, none, none, none, none, none, , in container the wedding cake
The Lost Bog, "a piece of wedding cake", 60, food, none, none, none, none, none, , in container the wedding cake
The Lost Bog, "a piece of wedding cake", 60, food, none, none, none, none, none, , in container the wedding cake
The Lost Bog, "a piece of wedding cake", 60, food, none, none, none, none, none, , in container the wedding cake
The Lost Bog, "a piece of wedding cake", 60, food, none, none, none, none, none, , in container the wedding cake
The Lost Bog, "a piece of wedding cake", 60, food, none, none, none, none, none, , in container the wedding cake
The Lost Bog, "a piece of wedding cake", 60, food, none, none, none, none, none, , in container the wedding cake
The Lost Bog, "a piece of wedding cake", 60, food, none, none, none, none, none, , in container the wedding cake
The Lost Bog, "a piece of wedding cake", 60, food, none, none, none, none, none, , in container the wedding cake
The Lost Bog, "a piece of wedding cake", 60, food, none, none, none, none, none, , in container the wedding cake
The Lost Bog, "a piece of wedding cake", 60, food, none, none, none, none, none, , in container the wedding cake
The Lost Bog, "a piece of wedding cake", 60, food, none, none, none, none, none, , in container the wedding cake
The Lost Bog, "a stained glass window", 1, container, none, none, none, none, nopurge no_locate burn_proof, , in room Scintilla's private room
The Lost Bog, "a black marble fireplace", 1, container, none, none, none, none, nopurge no_locate burn_proof, , in room Scintilla's private room
Elven Printing Co, "a saucepot", 10, armor, none, head, 1/2/1/0, none, none, constitution 2 intelligence -1 , in room The Gormet Kitchen
Elven Printing Co, "an ink berry bush", 5, food, none, none, none, none, none, , in room The Courtyards of the Elven Printing Company
Elven Printing Co, "an ink berry bush", 5, food, none, none, none, none, none, , in room The Courtyards of the Elven Printing Company
Elven Printing Co, "an ink berry bush", 5, food, none, none, none, none, none, , in room The Courtyards of the Elven Printing Company
Elven Printing Co, "an ink berry bush", 5, food, none, none, none, none, none, , in room The Courtyards of the Elven Printing Company
Elven Printing Co, "a bottle of Mama's pick-me-up sauce", 7, potion, none, hold, none, none, magic, , inventory of the master printer
Elven Printing Co, "a messy clipboard", 10, container, none, hold, none, none, none, intelligence 1 , equipped by the master printer
Elven Printing Co, "a large wooden desk", 0, container, none, none, none, none, noremove, , in room The Master Printer's Office
Elven Printing Co, "a union membership card", 10, scroll, none, hold, none, none, magic, none 0 , in container a large wooden desk
Elven Printing Co, "a rolled-up scroll of cheap paper", 10, scroll, none, hold, none, none, glow, , inventory of an ancient scribe
Elven Printing Co, "a quill pen", 11, weapon, dagger, none, 3d4 (average 7), none, magic, wisdom 1 mana 10 , equipped by an ancient scribe
Elven Printing Co, "a quill pen", 11, weapon, dagger, none, 3d4 (average 7), none, magic, wisdom 1 mana 10 , equipped by an ancient scribe
Elven Printing Co, "a quill pen", 11, weapon, dagger, none, 3d4 (average 7), none, magic, wisdom 1 mana 10 , equipped by an ancient scribe
Elven Printing Co, "an ink berry bush", 5, food, none, none, none, none, none, , in room The Courtyards of the Elven Printing Company
Elven Printing Co, "leather workboots", 7, armor, none, feet, 3/3/3/0, none, none, dexterity 1 wisdom 1 none 0 , equipped by Paddy the Handyman
Elven Printing Co, "a soft flannel shirt", 10, armor, none, torso, 0/0/0/0, none, none, strength 1 hit roll 1 , inventory of Paddy the Handyman
